,brand,category_1stlevel,country,countrycode,countryoforigin,ddprate,ddpsubcategory,designer,freereturn,hasitemsonbag,hasusedwishlist,isreseller,issale,isusingmultipledevices,isvip,orderdate_gmt,orderportalid,platform,productid,promocode,region,returned,shipper,shiptypeid,size,storeid,style,tierafterorder,tierbeforeorder,userfraudstatus,userid
6453,1622,Accessories,4,4,10,0.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",56133,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-09 22:04:25.473000+00:00,74665,,62401,924,3,,2,2,1,331,56146,T1,T1,6,62103.0
6454,14,Bags,13,13,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",3316,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 06:36:34.290000+00:00,387552,app,60670,921,3,,1,3,17,128,3319,,,4,261539.0
6455,74,Shoes,12,12,1,0.0,Footwear with outer soles of leather or composition leather,319,1,Yes,Yes,Yes,Yes,No,Not VIP,2018-01-09 16:50:19.443000+00:00,71519,web,321,924,4,,2,2,37,106,320,VIP,VIP,6,33.0
6456,87,Clothing,12,12,1,35.7236,"Trousers, overalls, shorts",42695,1,No,Yes,No,Yes,No,Not VIP,2018-01-20 03:51:23.820000+00:00,382622,app,47081,1,4,,2,2,9,85,42705,T4,T4,3,20099.0
6457,892,Boys Clothing,36,36,3,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",30378,1,No,No,No,No,No,Not VIP,2018-01-14 20:11:00.923000+00:00,124859,web,33126,1,3,,2,2,39,370,30386,T4,,3,98514.0
6458,504,Clothing,9,9,1,41.0947,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",22760,1,No,No,No,Yes,No,Not VIP,2018-01-10 17:18:47.543000+00:00,84835,web,24512,924,3,,4,2,35,92,22768,,,3,69847.0
6459,219,Accessories,7,7,8,0.0,Articles of a kind normally carried in the pocket or in the handbag,16471,0,No,Yes,No,Yes,No,Not VIP,2018-01-04 17:40:42.150000+00:00,400171,web,17547,1,1,,3,4,17,560,16478,T4,T4,4,143685.0
6460,101,Clothing,1,1,2,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",53097,1,No,Yes,No,Yes,No,VIP,2018-01-11 05:46:54.633000+00:00,90473,app,58887,921,1,,2,2,3,48,53109,VIP,VIP,6,10030.0
6461,9,Accessories,70,70,1,0.0,"Ties, bow ties and cravats",156533,1,No,Yes,No,Yes,Yes,VIP,2018-01-09 08:09:15.516000+00:00,65118,app,184351,921,3,,2,2,6,34,156566,T2,T2,3,54834.0
6462,33,Clothing,5,5,1,0.0,"Blouses, shirts and shirt-blouses",13533,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-11 19:21:03.996000+00:00,381868,web,14351,924,3,,2,2,42,79,13540,T4,T4,4,258687.0
6463,28,Clothing,19,19,17,0.0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",56232,1,Yes,Yes,No,No,No,Not VIP,2018-01-25 09:13:11.573000+00:00,185367,app,90864,1,4,,2,2,371,2,56245,T3,T3,3,29495.0
6464,953,Clothing,19,19,1,0.0,"Trousers, overalls, shorts",27793,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-13 04:29:21.226000+00:00,115198,web,82744,924,4,,2,2,47,254,27801,T4,T4,3,91575.0
6465,101,Clothing,21,21,26,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",47086,1,No,No,No,Yes,No,Not VIP,2018-01-09 14:08:07.193000+00:00,390040,web,52063,924,2,,5,2,52,334,47098,T4,T4,4,262797.0
6466,311,Shoes,1,1,1,0.0,Other footwear with outer soles of leather,132180,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-17 13:54:03.010000+00:00,309479,web,154199,1,1,,2,2,38,15,132210,T3,T4,4,216859.0
6467,92,Clothing,5,5,1,0.0," T-shirts, singlets and other vests",2428,1,No,Yes,No,No,No,Not VIP,2018-02-12 12:10:57.866000+00:00,386770,app,10763,1,3,,2,2,35,1283,2431,T3,T3,3,203234.0
6468,25,Clothing,5,5,2,0.0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",38407,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-05 21:53:53.423000+00:00,393215,app,42171,1,3,,2,2,52,87,38417,T2,T2,3,98749.0
6469,13,Girls Clothing,17,17,2,24.3652,N/D,117344,1,Yes,Yes,No,No,No,Not VIP,2018-02-06 07:50:22.566000+00:00,252256,,135618,4185,4,,2,2,65,132,117373,T4,,4,136118.0
6470,658,Clothing,11,11,2,0.0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",54065,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 16:19:29.810000+00:00,372708,web,129752,921,3,,1,3,9,236,54077,,,3,254003.0
6471,50,Clothing,1,1,4,5.0083," T-shirts, singlets and other vests",19714,1,Yes,Yes,No,No,No,Not VIP,2018-01-05 01:50:23.790000+00:00,22708,web,21128,1,1,,2,2,55,141,19720,T4,T4,3,20347.0
6472,4,Shoes,9,9,2,0.0,Footwear with outer soles of rubber or plastics,56539,1,No,Yes,No,Yes,No,Not VIP,2018-01-12 09:28:54.803000+00:00,400657,app,62866,922,3,,2,5,4,240,56552,T4,T4,3,69329.0
6473,33,Clothing,4,4,1,5.8485," T-shirts, singlets and other vests",40650,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-05 23:26:45.443000+00:00,250564,app,108211,4185,3,,2,2,27,1216,40660,T3,T4,3,180841.0
6474,13,Boys Shoes,3,3,26,0.0,Footwear with outer soles of rubber or plastics,37568,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 08:10:10.653000+00:00,44569,,41223,921,2,,2,2,79,11,37577,T2,T2,3,38706.0
6475,468,Clothing,4,4,20,35.7236,N/D,96214,1,Yes,No,No,Yes,No,Not VIP,2018-01-24 12:06:06.833000+00:00,179901,web,101813,1,3,,2,2,14,22,96237,T4,,3,135967.0
6476,140,Clothing,5,5,4,0.0,,22312,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-08 06:17:57.233000+00:00,263518,app,24014,1,3,,2,2,18,86,22320,T4,T4,3,188737.0
6477,172,Homeware,39,39,1,7.6715,Tableware and kitchenware,63264,1,No,Yes,No,No,No,VIP,2018-02-09 03:38:17.060000+00:00,268870,web,70681,1,4,,5,2,1,186,63280,T3,T4,3,130994.0
6478,290,Clothing,1,1,1,5.0083,"Trousers, overalls, shorts",139744,1,No,Yes,No,Yes,No,Not VIP,2018-01-24 04:41:39.936000+00:00,371448,app,163570,1,1,,2,2,176,133,139775,T4,T4,4,26905.0
6479,1303,Boys Clothing,16,16,1,0.0,"T-shirts, singlets and other vests",87591,1,No,Yes,No,No,No,Not VIP,2018-02-02 05:05:40.356000+00:00,230405,,114839,1,4,,2,2,48,85,87613,T3,T3,3,63377.0
6480,839,Shoes,9,9,1,0.0,Other footwear,37407,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-15 19:58:45.986000+00:00,384167,web,124084,1,3,,2,2,5,30,37416,T3,T3,3,259820.0
6481,25,Clothing,16,16,2,15.4853,Jackets and blazers,99341,1,No,No,No,No,No,Not VIP,2018-02-14 16:19:50.223000+00:00,295930,web,113451,1,4,,2,2,2,85,99364,T4,T4,3,118511.0
6482,163,Clothing,1,1,2,5.0083,N/D,61693,1,No,Yes,No,Yes,No,Not VIP,2018-02-02 20:44:20.103000+00:00,382933,web,138145,1,1,,2,2,493,35,61708,T4,T4,3,186426.0
6483,118,Activewear,69,69,2,21.0,"Trousers, overalls, shorts",28354,1,Yes,Yes,No,No,Yes,VIP,2018-01-20 10:27:51.520000+00:00,388640,web,30827,1,3,,5,2,8,122,28362,T2,T2,3,21752.0
6484,67,Clothing,19,19,1,0.0," T-shirts, singlets and other vests",43064,1,No,Yes,No,Yes,Yes,VIP New,2018-01-08 07:36:58.393000+00:00,43641,,47500,921,4,,2,2,27,933,43075,VIP,VIP,6,37972.0
6485,464,Shoes,1,1,2,0.0,Footwear with outer soles of rubber or plastics,10335,1,No,No,No,Yes,No,Not VIP,2018-01-27 15:47:48.786000+00:00,198682,web,10891,3431,1,,2,2,276,15,10341,T4,,3,148069.0
6486,25,Clothing,46,46,23,5.008," T-shirts, singlets and other vests",25402,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-05 18:04:45.813000+00:00,27335,,27513,1,4,,2,2,8,22,25410,VIP,T1,3,24265.0
6487,41,Shoes,1,1,1,5.0083,Other footwear,86892,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-19 22:34:22.360000+00:00,371439,web,98370,1,1,,2,2,30,40,86914,,,4,253377.0
6488,5,Shoes,64,64,1,0.0,Other footwear,3893,1,No,Yes,No,No,Yes,VIP,2018-01-18 13:59:26.860000+00:00,146133,web,4023,1,4,,2,2,23,461,3897,T2,T2,4,112624.0
6489,5,Shoes,3,3,1,0.0,Footwear with outer soles of rubber or plastics,555,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 08:31:53.006000+00:00,45293,web,560,921,2,,2,2,72,130,557,T4,,3,39295.0
6490,452,Clothing,24,24,1,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",39798,1,No,No,No,Yes,Yes,Not VIP,2018-02-04 19:21:05.596000+00:00,372907,,43762,1,3,,2,2,29,459,39808,,,3,254107.0
6491,81,Bags,4,4,1,38.8178,"Handbags, whether or not with shoulder strap, including those without handle",61441,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-01-10 19:13:04.086000+00:00,85935,app,68567,921,3,,4,2,17,84,61456,VIP,VIP,6,8991.0
6492,81,Shoes,36,36,1,0.0,Other footwear,1638,1,No,No,No,No,No,Not VIP,2018-01-31 16:59:20.300000+00:00,221690,web,4215,1,3,,1,3,53,36,1640,T4,T4,3,162904.0
6493,92,Clothing,1,1,1,20.9568,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",703,1,Yes,Yes,No,No,No,VIP New,2018-01-12 22:56:31.230000+00:00,112914,web,110182,924,1,,2,2,18,15,705,VIP,VIP,6,86302.0
6494,380,Clothing,19,19,2,0.0,Dresses,156869,1,Yes,Yes,No,Yes,No,VIP New,2018-01-05 23:59:14.703000+00:00,29119,app,184766,59,4,,2,2,238,394,156902,VIP,VIP,6,25836.0
6495,1438,Shoes,24,24,24,0.0,Other footwear,155218,1,No,No,No,Yes,No,Not VIP,2018-01-10 22:13:42.716000+00:00,399111,web,182739,924,3,,1,3,186,15,155251,T4,,3,267153.0
6496,33,Clothing,41,41,1,5.0,,14644,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-06 04:07:50.343000+00:00,29940,app,15574,1,4,,2,2,1,232,14651,T2,T2,3,17688.0
6497,717,Accessories,46,46,1,5.008,"Shawls, scarves, mufflers, mantillas, veils and similar articles",127990,1,No,No,No,No,No,VIP New,2018-02-14 03:55:05.076000+00:00,293277,app,149042,1,4,,2,2,1,1292,128020,VIP,VIP,4,124717.0
6498,99,Shoes,4,4,26,0.0,Footwear with outer soles of rubber or plastics,21026,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-08 08:01:38.390000+00:00,44300,app,22582,921,3,,1,3,45,80,21033,T1,T1,3,38487.0
6499,1041,Clothing,3,3,20,0.0,,153380,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-18 03:45:12.036000+00:00,143752,web,180517,1,2,,2,2,19,183,153413,T4,,3,111686.0
6500,82,Bags,1,1,1,5.0083,"Handbags, whether or not with shoulder strap, including those without handle",3605,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-13 08:42:55.800000+00:00,402895,web,14059,924,1,,2,2,17,128,3609,T4,,3,268899.0
6501,242,Shoes,5,5,1,0.0,Other footwear,44831,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-02 10:32:02.173000+00:00,384992,,178123,1,3,,2,2,5,405,44844,T2,T2,3,260217.0
6502,461,Shoes,4,4,1,0.0,Other footwear with outer soles of leather,125817,1,Yes,Yes,No,No,No,Not VIP,2018-01-16 02:45:35.276000+00:00,388546,web,146327,1,3,,1,3,76,521,125847,,,3,262051.0
6503,126,Accessories,1,1,1,5.008,Other,84020,1,Yes,Yes,No,No,No,Not VIP,2018-01-17 21:31:30.616000+00:00,142398,app,94965,1,1,,2,2,6,85,84041,T3,T4,3,110747.0
6504,72,Clothing,4,4,1,0.0," T-shirts, singlets and other vests",26852,1,Yes,Yes,No,No,No,VIP New,2018-01-10 12:27:37.893000+00:00,81352,web,66111,1,3,,2,2,35,570,26860,VIP,VIP,4,7577.0
6505,99,Shoes,7,7,26,0.0,Footwear with outer soles of rubber or plastics,2163,0,No,Yes,Yes,Yes,Yes,Not VIP,2018-01-03 10:45:01+00:00,11810,web,2225,1,1,,2,2,199,15,2166,T4,T4,3,10793.0
6506,764,Clothing,11,11,2,0.0,Dresses,92505,1,No,No,No,No,No,Not VIP,2018-01-22 23:29:50.516000+00:00,391054,app,105057,1,3,,2,2,8,63,92527,,,3,263302.0
6507,1262,Clothing,5,5,14,0.0," T-shirts, singlets and other vests",100945,1,No,Yes,No,No,No,Not VIP,2018-01-27 20:31:59.623000+00:00,199925,app,115403,1,3,,5,2,3,15,100967,T2,T2,3,148932.0
6508,33,Clothing,4,4,1,0.0,"Trousers, overalls, shorts",154526,1,No,Yes,No,No,Yes,Not VIP,2018-02-03 00:42:42.856000+00:00,235076,web,181881,1,3,,1,1,162,144,154558,T4,,3,171196.0
6509,181,Girls Clothing,1,1,2,0.0,Jackets and blazers,19526,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-29 01:37:30.933000+00:00,206125,web,20922,1,1,,2,2,85,65,19532,T3,T3,3,153067.0
6510,1413,Clothing,19,19,24,0.0,Articles of apparel and clothing accessories,81467,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-11 01:51:15.290000+00:00,371292,app,91966,921,4,,2,2,8,906,81487,T2,T2,3,73229.0
6511,132,Clothing,12,12,12,0.0," T-shirts, singlets and other vests",49548,1,No,Yes,No,Yes,No,Not VIP,2018-01-09 01:50:24.240000+00:00,62267,app,54836,921,4,,2,2,2,72,49560,T4,T4,3,52766.0
6512,99,Shoes,15,15,26,0.0,Footwear with outer soles of rubber or plastics,11850,1,No,No,No,Yes,Yes,Not VIP,2018-01-09 05:24:02.293000+00:00,63795,web,12524,921,4,,2,2,446,139,11855,T2,T2,3,53878.0
6513,87,Accessories,9,9,1,0.0,,8866,1,No,Yes,No,Yes,Yes,Not VIP,2018-02-11 00:50:05.266000+00:00,379416,app,9331,1,3,,1,3,6,1216,8871,,,3,257450.0
6514,407,Clothing,4,4,1,0.0,Shirts,98194,1,No,Yes,No,No,No,Not VIP,2018-01-25 14:15:29.180000+00:00,186759,web,112033,1,3,,5,2,54,479,98217,T2,T2,3,140403.0
6515,69,Shoes,5,5,1,0.0,Other footwear with outer soles of leather,104458,1,No,No,No,Yes,No,Not VIP,2018-02-02 17:52:47.256000+00:00,233451,web,119721,1,3,,2,2,5,44,104480,T4,T4,4,170162.0
6516,105,Clothing,60,60,1,0.0,,150363,1,Yes,Yes,No,No,Yes,VIP,2018-02-04 15:36:01.480000+00:00,242900,web,176850,1,3,,2,2,8,1214,150396,T1,T2,3,35680.0
6517,445,Clothing,9,9,4,0.0,"Trousers, overalls, shorts",14835,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-12 12:58:19.833000+00:00,380800,web,16860,924,3,,2,3,3,442,14842,,,3,258162.0
6518,331,Clothing,11,11,1,0.0,"Trousers, overalls, shorts",64749,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-23 17:07:07.516000+00:00,175444,app,72390,1,3,,2,2,306,80,64766,T4,T4,4,60742.0
6519,81,Shoes,3,3,1,0.0,Other footwear with outer soles of leather,38942,1,No,No,No,Yes,Yes,Not VIP,2018-01-23 09:21:06.453000+00:00,404040,web,42793,1,2,,2,2,95,271,38952,T4,T4,3,269423.0
6520,362,Clothing,16,16,1,17.0858,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",58411,1,No,Yes,No,Yes,No,VIP,2018-01-23 16:02:55.550000+00:00,175104,app,65028,1,4,,2,2,18,15,58424,T3,T3,3,78535.0
6521,93,Clothing,19,19,3,0.0,Jackets and blazers,30628,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-05 02:14:59.683000+00:00,402364,,33405,1,4,,2,2,55,8,30636,T4,T4,3,268649.0
6522,92,Clothing,3,3,1,0.0," T-shirts, singlets and other vests",251,1,Yes,Yes,Yes,No,No,Not VIP,2018-01-02 13:26:21.570000+00:00,6634,app,2523,1,2,,3,11,14,196,251,VIP,VIP,3,6189.0
6523,46,Clothing,15,15,12,12.9314,Items of leather clothing & accessories,35066,1,Yes,Yes,No,No,Yes,VIP New,2018-01-01 08:05:04.030000+00:00,984,web,38424,1,4,,4,2,114,52,35075,VIP,VIP,6,941.0
6524,11,Homeware,16,16,2,0.0,Articles of a kind normally carried in the pocket or in the handbag,49914,1,No,No,No,No,Yes,VIP New,2018-01-19 17:37:36.783000+00:00,153003,web,99222,1,4,,4,2,1,33,49926,T1,T1,3,18210.0
6525,75,Clothing,4,4,1,0.0," T-shirts, singlets and other vests",14170,1,No,Yes,No,Yes,No,Not VIP,2018-01-09 01:06:18.210000+00:00,61978,web,15052,921,3,,1,3,29,671,14177,T4,T4,3,52552.0
6526,73,Clothing,20,20,1,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",149960,1,No,Yes,No,Yes,No,Not VIP,2018-01-13 00:20:55.696000+00:00,113564,app,176358,921,3,,1,3,29,106,149993,T3,T3,3,52175.0
6527,369,Shoes,3,3,8,0.0,Other footwear,24190,1,Yes,Yes,No,Yes,No,VIP,2018-02-07 07:47:23.833000+00:00,258235,app,26104,1,2,,6,2,15,443,24198,VIP,T1,4,7094.0
6528,99,Shoes,7,7,26,0.0,Footwear with outer soles of rubber or plastics,38366,0,No,Yes,No,Yes,No,Not VIP,2018-02-09 20:47:02.783000+00:00,273325,web,42127,1,1,,2,2,420,22,38376,T4,T4,4,194718.0
6529,280,Clothing,11,11,1,0.0," T-shirts, singlets and other vests",5176,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-08 17:23:01.983000+00:00,56944,web,5378,924,3,,1,3,14,85,5180,T4,,3,48553.0
6530,23,Shoes,10,10,26,0.0,Other footwear,76457,1,No,Yes,No,No,No,Not VIP,2018-01-15 10:22:51.926000+00:00,127284,web,85962,1,3,,1,3,210,1076,76475,T4,,3,100281.0
6531,46,Clothing,9,9,4,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",19295,1,No,No,No,No,Yes,VIP New,2018-02-12 13:14:55.960000+00:00,285298,,20665,5448,3,,1,3,3,402,19301,T1,T2,3,88781.0
6532,859,Clothing,7,7,10,0.0," T-shirts, singlets and other vests",44268,0,Yes,Yes,No,No,Yes,Not VIP,2018-02-10 14:02:30.336000+00:00,276512,web,48857,1,1,,5,2,14,15,44280,T2,T2,7,61583.0
6533,1028,Shoes,3,3,1,0.0,Footwear with outer soles of leather or composition leather,66198,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-21 07:15:20.936000+00:00,161275,web,74059,1,2,,2,2,28,15,66215,T4,,3,123510.0
6534,74,Shoes,41,41,1,10.621,Other footwear with outer soles of leather,69942,1,Yes,Yes,No,No,No,Not VIP,2018-02-11 11:05:43.950000+00:00,280281,app,78371,1,4,,2,2,38,33,69959,T4,,4,199058.0
6535,2,Clothing,1,1,6,5.1665,Shirts,2349,1,Yes,Yes,No,No,Yes,VIP New,2018-01-07 11:36:43.456000+00:00,37796,web,2416,1,1,,2,2,27,147,2352,VIP,VIP,3,23788.0
6536,440,Clothing,10,10,2,0.0,Jackets and blazers,26538,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-26 14:20:00.236000+00:00,386060,web,64937,4,3,,1,3,18,125,26546,T4,T4,3,248426.0
6537,404,Accessories,7,7,1,0.0,Sunglasses,25235,0,Yes,Yes,No,No,No,Not VIP,2018-01-14 00:38:39.510000+00:00,121352,web,27319,1,1,,2,2,527,15,25243,T1,T1,6,95959.0
6538,740,Clothing,4,4,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",24337,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-02 20:25:09.436000+00:00,8755,web,44074,1,3,,1,3,21,11,24345,T4,,3,8093.0
6539,92,Accessories,31,31,1,40.5563,"Handbags, whether or not with shoulder strap, including those without handle",4392,1,No,Yes,No,No,Yes,Not VIP,2018-01-23 18:03:49.513000+00:00,175722,web,23481,1,1,,2,2,17,15,4396,T3,,6,133224.0
6540,92,Homeware,1,1,20,5.008,,16023,1,No,Yes,No,No,No,VIP,2018-01-24 08:15:17.513000+00:00,178987,web,17065,1,1,,2,2,17,36,16030,T4,T4,3,135382.0
6541,137,Clothing,58,58,20,0.0,,32122,1,No,No,No,Yes,No,Not VIP,2018-02-02 16:40:16.880000+00:00,233088,web,17219,1,3,,2,2,29,1214,32131,T4,,3,169941.0
6542,120,Boys Clothing,19,19,32,0.0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",15327,1,Yes,Yes,No,No,Yes,VIP New,2018-01-03 18:28:11.676000+00:00,14396,,16308,332,4,,2,2,48,127,15334,VIP,VIP,4,13074.0
6543,64,Boys Accessories,5,5,2,0.0,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",49829,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-13 08:23:14.170000+00:00,117261,web,55163,924,3,,2,2,346,311,49841,T3,T3,4,71060.0
6544,53,Clothing,5,5,1,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",53832,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-28 10:46:12.136000+00:00,393447,app,180879,1,3,,2,2,42,266,53844,T3,T3,3,27713.0
6545,356,Shoes,11,11,4,0.0,Other footwear with outer soles of leather,78442,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-21 09:31:55.320000+00:00,161695,web,88270,1,3,,2,2,38,375,78460,T4,,4,123808.0
6546,772,Clothing,1,1,2,5.0083,Dresses,16424,1,No,Yes,No,Yes,Yes,VIP,2018-01-08 09:51:19.513000+00:00,47606,app,17491,921,1,,2,2,238,653,16431,T2,T2,3,41193.0
6547,742,Shoes,1,1,1,0.0,Other footwear,110689,1,No,Yes,No,No,No,Not VIP,2018-02-02 01:12:54.903000+00:00,229733,web,127461,1,1,,1,1,23,1220,110713,T2,T3,3,167465.0
6548,64,Girls Clothing,1,1,2,35.7236,"Trousers, overalls, shorts",2613,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-02-01 07:30:04.243000+00:00,373803,web,174598,1,1,,2,2,39,1160,2616,VIP,VIP,3,26267.0
6549,87,Homeware,9,9,2,11.544,Articles of a kind normally carried in the pocket or in the handbag,4084,1,Yes,No,No,No,No,Not VIP,2018-01-17 19:50:38.423000+00:00,141870,app,58979,1,3,,2,2,6,341,4088,T4,,3,110338.0
6550,60,Accessories,24,24,1,0.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",35641,1,No,Yes,No,Yes,No,Not VIP,2018-01-11 21:15:00.316000+00:00,99145,,51507,921,3,,2,9,6,62,35650,T4,T4,4,80327.0
6551,441,Baby Girl Accessories,46,46,2,5.008,Babies' Blanket Sleepers,90431,1,No,Yes,No,No,Yes,Not VIP,2018-01-22 09:52:15.246000+00:00,167480,,102589,1,4,,2,2,138,1064,90453,T2,T3,3,108140.0
6552,913,Fine Jewellery,4,4,24,0.0,"Of base metal, whether or not plated with precious metal",2264,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-02-01 01:27:56.706000+00:00,223925,web,125377,1,3,,5,2,17,1095,2267,VIP,VIP,6,10594.0
6553,70,Clothing,1,1,10,0.0," T-shirts, singlets and other vests",12192,1,No,Yes,No,No,Yes,Not VIP,2018-01-16 05:57:09.983000+00:00,384174,web,62876,1,1,,2,2,18,155,12197,T3,T3,3,80578.0
6554,87,Clothing,11,11,1,0.0,Swimwear,30436,1,No,No,No,No,No,Not VIP,2018-02-14 15:42:26.670000+00:00,394686,web,33189,1,3,,1,3,63,359,30444,,,3,231685.0
6555,1148,Clothing,17,17,10,24.3652,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",156685,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-12 13:33:27.060000+00:00,388927,,184543,924,4,,2,2,148,565,156718,VIP,VIP,6,35953.0
6556,616,Clothing,4,4,10,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",49483,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-25 08:40:34.213000+00:00,185232,web,54767,1,3,,2,2,3,1117,49495,T3,T3,3,139395.0
6557,1009,Girls Accessories,5,5,1,0.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles",28466,1,Yes,Yes,No,No,No,Not VIP,2018-01-06 11:26:52.653000+00:00,31686,web,30952,1,3,,2,2,138,429,28474,T3,,3,27986.0
6558,1693,Clothing,5,5,21,0.0,Jackets and blazers,152149,1,Yes,Yes,No,Yes,No,VIP,2018-01-11 23:09:06.290000+00:00,100030,web,178992,921,3,,2,2,13,131,152182,T1,T1,3,81012.0
6559,46,Shoes,54,54,1,0.0,Other footwear,60696,1,No,No,No,Yes,No,Not VIP,2018-01-13 11:58:37.350000+00:00,384164,,67691,1,3,,1,3,353,35,60710,,,3,259817.0
6560,129,Baby Boy Clothing,3,3,1,0.0,"Babies' Trousers, breeches and shorts, except those imported as parts of sets",35685,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-08 18:11:40.786000+00:00,57630,web,39115,921,2,,4,2,169,85,35694,T2,T2,3,49102.0
6561,87,Homeware,9,9,1,0.0,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",47856,1,No,No,No,No,Yes,VIP New,2018-01-08 20:42:32.870000+00:00,59489,web,52934,1,3,,2,2,17,252,47868,VIP,VIP,3,50569.0
6562,351,Boys Shoes,19,19,1,0.0,,89902,1,No,Yes,No,No,Yes,Not VIP,2018-02-08 19:54:29.626000+00:00,267283,app,68964,1,4,,2,2,61,1214,89924,T4,T4,3,191026.0
6563,87,Shoes,63,63,1,0.0,Footwear with outer soles of rubber or plastics,71793,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-10 19:02:12.853000+00:00,85824,web,80501,921,3,,1,3,121,128,71811,T2,,4,70610.0
6564,651,Shoes,3,3,23,0.0,Other footwear,35051,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 07:29:31.153000+00:00,43456,,38406,921,2,,2,2,528,751,35060,T4,T4,3,37829.0
6565,533,Clothing,1,1,3,5.0083,Jackets and blazers,61756,1,Yes,No,No,Yes,Yes,Not VIP,2018-01-10 20:21:17.313000+00:00,86587,web,68933,921,1,,2,2,63,445,61771,T3,T4,4,71207.0
6566,1333,Clothing,12,12,24,33.3833,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",149129,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-04 08:37:33.026000+00:00,376201,app,70047,1,4,,2,2,80,373,149162,VIP,VIP,6,10262.0
6567,33,Accessories,1,1,1,5.0083,"Other e.g. braces, suspenders, garters and similar articles",15889,1,No,No,No,No,Yes,Not VIP,2018-01-04 20:39:37.606000+00:00,21405,web,16923,1,1,,2,2,6,314,15896,T4,,4,19182.0
